#汉字	近音同调	近音异调
一		
乙		
丁	祯增厅诊贞真针桢斟缯臻珍听砧憎榛侦甄汀曾箴	诊缜怎挺赠赈疹震霆梃振亭廷阵婷蜓枕鸩朕艇听娠镇停庭
难	斓栏褴拦兰滥缆阑蓝篮烂岚澜籣婪	斓栏褴拦兰滥懒缆揽阑蓝榄篮烂籣岚澜览婪
霪	莹钖佯疡洋飏杨羊徉赢盈萦蝇炀萤烊迎扬营荧嬴昜楹旸茔瀛阳	缨罂景郢仰莺樱鸯映怏央秧鹦应英样鹰漾颖恙鞅硬炀泱养殃膺痒婴瑛嘤璎氧影
雾	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓愈谕御谷郁预语遇与煜欲芋育聿尉俞堉郁豫浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于
靡		
韬	刀叨偷都兜	斗蚪岛豆头捣窦盗祷陡枓透读斗脰痘稻悼到导倒蹈抖投逗道
韵	望紊旺甕妄抆佣汶文闻王问用免忘	拥往踊佣雍翁魍玟蓊涌勇刎嗡文亡惘闻蛹甬王臃瘟网吻罔温咏涌尢塭鄘泳雯永慵纹蚊庸汪邕俑枉辋稳壅恿
类	内	馁哪
愿	惋玩腕万	弯湾丸完莞碗顽蜿挽宛玩輓晚皖绾汍豌剜娩婉
颠	添天	甜畋腼填腆舔忝恬田阗
飕	艘骚收缫捎烧搔稍梢	熟守狩寿芍受绶哨少手兽杓瘦韶召授售勺首邵绍扫嫂
馒		
馑	醒颈饷景井响警寝蒋憬讲繈阱璟享省飨桨请顷奖想抢强	青靖彊祥馨降静情倾镶浆橡陉兴幸新亲形疆惺乡呛揿氢香硎径清欣江罄腔擎劲蜻擒更鲭型绛旌钦僵湘像鲸痉勤向荆瓖辛寻悻腥将相强枪邢竟墙泾信枪心粳芯精秦羌刑磬噙巷沁厢琴缰酱訢芹茎庆竞莘匠幸星经象顷抢项昕境惊锌睛详襄锵姜蔷行翔径禽兢侵檠晴樯晶京性净卿镜庠菁轻薪杏嵚戕敬衅姜姓箱猩向
骛	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓愈谕御谷郁预语遇与煜欲芋育聿尉俞堉郁豫浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于
骗		
胡	氟缚匐夫蝠绋扶芾幅孚弗辐绂袱福浮伏符菔拂涪怫彿服芙俘	富馥覆附肤俯鈇复府夫腑腐頫甫阜腹赙副傅复釜敷付抚斧孵赴妇莆趺辅咐父麸脯赋负驸伕讣
鲸	青欣锌心馨芯矜蜻筋襟倾筋鲭侵訢钦巾兴新金亲津卿禁莘轻惺薪嵚斤浸星辛氢腥顷猩昕今清	邢信烬芯秦情刑倾缙谨磬噙沁陉省琴进芹醒兴庆幸噤亲尽形觐幸揿顷锦近硎罄擎劲行擒禽瑾檠型晴性尽馑晋勤紧仅禁寝浸杏寻衅悻姓请
鲳	舱沧琛苍瞋伧仓参	称衬谌岑晨尘趁谶藏涔榇宸陈娠忱疢臣辰沉沈
鲭	惊泾粳睛矜精筋襟更筋兢侵晶旌钦京巾茎金鲸亲津禁荆菁嵚浸斤经今	竟颈景靖烬秦劲警静擒缙径禽谨噙瑾沁琴进芹尽井馑晋痉紧勤竞噤净仅禁尽寝镜觐憬浸敬揿阱璟锦近径境
鲷	挑丢	頫眺挑条佻调迢蜩覜窕跳
鹑	撞崇淙虫虫床重幢从丛存	冲冲怆吋疮闯囪村窗舂忖创葱寸匆皴充枞宠憧抢从聪
鹉	雨语与龉宇庾敔噢圉禹予屿羽圄	瘉滪域妤娱瘀驭狱逾峪昱燠褕蝓竽雩渝觎预渔迂语于与纡煜欲芋育余余俞欤堉郁豫毓虞裕盂御隅吁妪榆喻愚鱼玉欲誉禺熨舆愈寓愈愉谕御谷郁淤腴臾遇谀圩聿尉瑜予萸浴于
鹊	九较饺勦姣酒皎狡脚缴侥玖纠倔铰搅角韭赳绞灸矫剿久	獗毬蹶啾劂娇厩邱揪鸠诀醮囚蕉鳜究秋旧浇舅跤嗟球轿疚鲛倔胶仇攫蛟觉蕨厥噱蚯教救姣裘骄窖纠就焦詨龟角孓泅交椒求梂柩鴃掘丘抉决谲礁较臼咎脚郊玨酋爵崛校叫觼秋鳅绝嚼
鹌		
鹏	盆	喷
麒	棘戢疾击辑寂集脊及嫉借唧急伋吉圾即楫瘠汲吃亟籍级极岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪蹟基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技勣稽既悸跻系叽济鲫戟骥饥
丽	尼妮霓呢溺怩倪逆匿昵泥睨腻	妮尼霓呢溺你倪怩拟逆匿昵泥睨腻你旎
麓	氯怒绿滤律虑忸率	努弩铝榈吕缕褛膂女奴旅娄闾驽侣驴屡履
曲	跼掬桔侷菊局鞠橘	苣炬飓具巨疽钜倨剧遽屦距俱狙聚据龃咀莒举惧踞瞿蛆车驹拘句锯沮足拒居矩
劝	倦隽绢圈卷狷眷	圈捲身捲捐鹃涓镌娟
咙	论浓沦哝伦轮脓仑秾侬仑抡农纶	论抡弄
嚷	荏稔忍	刃衽妊纫人仞儿轫任仁壬韧认饪赁
嘤	湮阴姻因慇茵氤音殷	夤瘾听胤银印鄞饮龈尹淫檐寅垠吟縯荫隐霪引蚓
严		
嚼	穴毬樵憔球裘瘸谯仇酋瞧泅求乔侨学桥梂翘囚	袖嚣哮揪箫鸠九穴究逍靴旧舅撬诮疚硝缺脩橇傚嗅久萧酵悄就玖笑霄龟孝咻柩丘咎酒晓小校锹休绣溴啾朽巧雀跷修消厩邱肖鹊灸窍羞峭雪秋秀俏阙恪筿销阕韭宿赳宵噱蚯薛枭鞘确救纠削效愀骁壳嘐血岫啸臼敲怯锈却臭潇榷秋鳅翘
壤	荏稔忍	刃衽妊纫人仞儿轫任仁壬韧认饪赁
孀	飧荪孙	舜吮损榫笋盾瞬潠顺
娘	霖痳麟樑鳞粱良您林邻燐淋磷辚粮量遴凉临梁璘琳	谅俩魉蔺凛吝晾懔躏两量凉辆亮赁
孽	洌冽烈猎裂列劣鬣捩	咧
宝		
巉	残惭蚕	孱惨餐璨灿参
悬		倦卷隽捐捲镌眷娟圈绢身涓鹃狷
忏	孱璨灿	残惨餐惭蚕参
攘	仁荏稔壬人忍儿任	刃衽妊纫稔人仞儿忍轫任仁荏壬韧认饪赁
拦	南楠喃难男	赧囝难
搀	餐参	残孱惨惭璨灿蚕
曦	畸姬畿其玑羁肌犄饥疠鸡矶乩几积唧箕几奇讥激绩期屐机嵇迹勣稽蹟基跻叽居饥	洎棘疾暨忌祭集脊己骑借芰剂几记楫瘠觊纪计级极妓冀戢击寄辑寂给蓟及嫉际几唧麂继挤急伋荠吉季圾即稷髻霁技汲吃亟既悸跻籍系岌济鲫戟骥
胧	论浓沦哝伦轮脓仑秾侬仑抡农纶	论抡弄
榇	称畅倡怅唱秤	场長倡猖苌敞藏涔尝撑诚城程承曾氅骋盛参层尝徜称呈常岑澄裳肠伥乘昌鲳丞惩偿仓橙娼舱瞠沧成厂苍逞嫦伧
澜	南楠喃难男	赧囝难
弥		
潋	念念廿	辇碾黏拈撵年辗撚捻涊
炉	榈奴闾驽驴	努弩铝绿律吕缕褛膂女氯旅娄怒侣滤屡虑忸履率
献	件槛剑健僭见舰渐毽谏溅践监箭间闲荐腱建键饯鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪硷睑茧坚菅缄捡拣俭煎
珑	论浓沦哝伦轮脓仑秾侬仑抡农纶	论抡弄
痒	瘾听饮縯尹隐蚓引	夤胤银鄞印饮因龈茵淫檐音寅垠湮姻阴吟慇氤荫殷隐霪
癥	祯增诊贞真针桢斟缯臻珍砧憎侦榛甄曾箴	阵枕诊鸩缜怎赠朕赈疹震娠镇振
矿	辊倥鲧滚梱衮困孔捆恐逛綑棍困	辊鲧倥琨滚锟衮硿困棍控犷焜崆昆梱空捆髡綑广困洸胱坤光昆
砺	昵泥睨腻溺匿逆	妮尼泥霓呢你拟倪怩你旎
礬	涵函含韩榦汗寒	憾悍旱颌和汉汗颔銲翰撼蚶罕捍鼾瀚喊酣焊
砾	昵泥睨腻溺匿逆	妮尼泥霓呢你拟倪怩你旎
窦	悼到导套透倒蹈稻盗道	刀涛萄岛焘韬桃偷头梼淘捣祷洮滔逃啕讨絛导叨陶掏倒饕投
竞	信烬芯罄劲缙磬沁进性兴尽庆幸晋噤亲仅禁尽觐幸浸杏衅悻揿姓近	青邢心馨芯秦情筋刑倾谨噙省陉琴訢巾芹醒兴新亲津尽莘形觐惺斤星氢顷锦硎昕今清欣锌矜擎蜻襟擒行筋禽鲭侵瑾檠型晴钦馑金勤紧卿仅禁寝轻薪嵚浸辛寻腥请猩
筹	潮嘈巢朝槽嘲漕曹晁	草凑辏勦钞剿糙吵炒操超抄
篮	南楠喃难男	赧囝难
籍	歧其淇旗琪齐蓆琦耆麒棋骑惜习祺脐畦鳍祁崎圻奇岐祇衹期媳祈枝息锡席熄锜袭褶檄昔	携烯嬉膝妻玺洗溪岂绮细碛弃析乞系启器栖讫漆慼迄蟋羲起夕蹊歙气曦淅熹悉愒禧系犀萋汐翕行蜥凄戏稀隙希吸欺徙畦晰兮鳃杞熙汽柒厘矽企喜譆谿稽牺亟唏嘻悽晞潟泣西契系憩奚戚砌七缉僖
糯	烙珞骆洛酪咯络雒荦落	骡罗螺箩萝猡锣儸啰裸逻镙
团		断锻端耑短缎段
辫		
缤	兵冰	丙秉并禀饼柄病屏鉼并摒并炳
继	愒系汐翕戏隙妻细碛弃汽系器矽企讫亟迄泣潟契夕系憩砌缉歙气	携歧琪烯齐嬉蓆琦耆膝棋骑妻惜玺祺洗溪岂绮祁析乞启祇期媳祈栖枝漆慼息蟋羲起锡蹊锜褶昔曦淅熹其悉淇旗禧犀萋麒行蜥凄稀希吸习欺脐徙畦晰鳍兮崎鳃圻杞熙奇岐柒衹厘喜譆谿稽牺唏嘻悽晞西席熄奚戚七袭檄僖
纂	啭转	砖赚撰专僎耑篆转传颛
罂	湮阴姻因慇茵氤音殷	夤瘾听胤银印鄞饮龈尹淫檐寅垠吟縯荫隐霪引蚓
耀	幼鼬诱宥右柚祐有侑莠又囿佑釉	游幽黝犹猷游攸油悠由牖铀有邮友疣莠酉尤优鱿忧
胪	榈奴闾驽驴	努弩铝绿律吕缕褛膂女氯旅娄怒侣滤屡虑忸履率
舰	现欠僩霰岘腺馅羡堑縴宪献歉倩限蚬苋陷县线	干签纤涎黔铣舷衔暹啣千钤秈嵌祆鲜仟咸縴仙骞虔谦牵搴贤钱前遣显嫌愆铅千箝迁签谴咸钳癣娴险阡姗闲闲絃弦蚬潜浅掀先藓
藻	帚走沼肘找爪	鄹胄轴妯周昭肇骤炤绉粥着宙赵照周钊棹朝罩邹奏诏冑纣晁陬召揍舟昼招兆咒嘲啁籀皱櫂洲州
蔼		
蘑		
蔺	佞谅晾令酿量凉另泞辆亮	柠咛菱娘粱魉良櫺娘翎聆昤粮两绫灵羚梁岭伶龄领蛉拎樑俩您狞凝玲宁拧鸰泠苓凌陵量凉铃零
芦	榈奴闾驽驴	努弩铝绿律吕缕褛膂女氯旅娄怒侣滤屡虑忸履率
苹	频濒嫔贫颦	拼品姘聘牝
苏	殊抒橾疏蔬书输枢舒梳	树叔塾菽术淑赎黍恕属述漱竖束熟数庶鼠倏藷戍暑孰薯蜀墅疏署曙
蕴	望紊旺甕妄抆佣汶文闻王问用免忘	拥往踊佣雍翁魍玟蓊涌勇刎嗡文亡惘闻蛹甬王臃瘟网吻罔温咏涌尢塭鄘泳雯永慵纹蚊庸汪邕俑枉辋稳壅恿
蚝	篌芣猴侯喉	厚吼后堠否鲎逅缶候后
蠕		
褴	南楠喃难男	赧囝难
觉	溴袖鞘救跷酵就效厩笑肖壳窍孝岫柩峭穴究啸旧俏秀臼撬舅咎锈诮疚瘸校宿嗅傚臭绣学翘	毬嚣啾朽巧雀跷修哮消邱揪箫鹊鸠灸羞囚九穴雪秋逍靴撬阙恪球筿硝销缺橇脩仇瞧阕韭赳宿萧久宵桥噱蚯薛枭樵确憔悄裘削玖纠龟霄骁愀壳泅嘐乔求血咻梂丘敲怯酒晓却谯小酋锹侨潇榷秋休鳅学翘
触	镞趋错促卒槭蹴蹙簇醋趣	粗
议		
譬		
警	醒馑紧仅寝尽觐谨瑾省顷请锦	青邢信心烬馨芯秦筋情倾刑缙磬噙沁进陉琴訢芹巾兴庆新幸亲噤津尽莘形觐幸惺斤星揿氢顷近硎昕今清欣锌罄矜擎劲蜻襟擒行禽筋鲭侵檠型晴钦性尽金晋勤卿禁仅轻薪嵚杏浸辛寻衅悻姓腥猩
译		
譟	胄棹肇罩骤炤绉奏诏冑纣晁召揍宙昼赵照兆咒籀皱櫂	鄹帚轴妯周昭粥着肘找周钊朝沼邹爪晁陬召舟招走嘲啁州洲
谵	簮	咱錾赞偺瓒暂赞
赢	垠夤吟银鄞龈淫檐寅霪	瘾听胤印饮因尹茵音湮姻阴縯慇氤荫殷隐引蚓
赡	散	三伞散参糁
趸	董筒桶懂统	铜桐僮栋东恸豚冬鼕洞潼屯臀动饨瞳同褪囤峒彤痛恫吞胴通冻童咚
躁	胄棹肇罩骤炤绉奏诏冑纣晁召揍宙昼赵照兆咒籀皱櫂	鄹帚轴妯周昭粥着肘找周钊朝沼邹爪晁陬召舟招走嘲啁州洲
躅	卒足族嗾	诅租祖俎组阻
跶	大他牠她它塌	瘩搭塔漯褡靼獭遢答遝打榻达鞑踏蹋怛塌挞
醴	你拟你旎	尼妮霓呢溺怩倪逆匿昵泥睨腻
释	赐祀泗肆兕食饲巳伺嗣似耜寺驷姒俟四	撕司厮丝斯鸶私思嘶死
钟	屯谆踪尊肫纵综遵鬃樽宗棕	傯准总粽纵综圳准从俊撙
铙	楼劳喽娄唠蝼牢痨髅	佬耨露漏老陋络姥捞篓烙瘺劳镂搂酪
锈	教救酵窖就效厩笑肖孝柩醮究啸较旧臼舅咎轿疚校叫傚觉	嚣啾皎哮消娇揪箫鸠灸蕉九逍浇饺跤狡筿鲛硝销胶搅韭赳蛟久萧宵教枭姣骄玖纠削侥焦詨霄骁角椒交嘐礁较勦酒郊脚晓缴小铰绞潇矫剿学嚼
阐	惨	残孱餐惭璨灿蚕参
霰	件槛剑健僭见舰渐毽谏溅践监箭间闲荐腱建键饯鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪硷睑茧坚菅缄捡拣俭煎
飘		
饶	柔蹂揉鞣	肉
饥	携曦淅熹悉烯禧嬉犀萋膝行蜥凄稀希妻吸欺溪畦晰兮析熙柒厘栖譆谿漆牺慼蟋唏羲嘻悽晞西奚戚蹊七僖	歧琪齐蓆琦耆棋骑妻惜玺祺洗岂绮细碛弃祁乞系启祇期器媳祈讫枝迄息起夕锡锜歙褶昔气其淇旗愒系汐麒翕戏隙习脐徙畦鳍崎鳃圻杞汽奇岐衹矽企喜稽亟潟泣契系憩席熄砌缉袭檄
馨	泾心粳芯精筋浆镶厢缰訢巾茎兴新津莘惺乡疆斤星经香昕今欣惊江锌睛矜襄姜更襟筋兢晶旌僵京金湘鲸禁荆菁薪浸辛瓖姜腥猩将箱相	邢竟颈信靖彊祥烬芯降静刑缙谨橡巷省陉进奖酱醒饷兴响幸竞噤尽形匠觐幸乡讲象璟桨锦近想项硎径境景详劲警行翔径瑾享型绛性尽井馑晋像痉紧净向仅禁镜庠蒋憬浸杏寻敬衅阱悻姓飨将相向强
骞	笺监间尖肩缣湔兼奸坚鞯渐菅歼奸缄艰溅煎	件槛剑健僭见舰毽渐谏囝检柬简溅减笕践监箭间闲荐腱键剪建硷睑茧饯鉴鉴涧贱捡拣俭荐
腾		灯登瞪嶝凳等磴蹬邓
骚	搜馊蒐收捎烧稍飕梢	叟守寿受哨绶嗽嗾售邵绍熟狩芍手少杓兽韶瘦召授首勺薮擞
騵	玩丸完汍顽	惋弯湾莞碗蜿腕挽万宛玩輓晚皖绾豌剜娩婉
鳃	几脊己挤筛几济戟给麂	洎棘玑羁暨疾忌肌祭集脊骑借芰鸡矶乩剂积几记绩期骰机屐瘠楫迹嵇觊纪蹟基计级极居妓冀畸戢姬畿其晒击寄辑寂犄杀蓟及饥嫉疠际几唧箕继急伋荠奇吉讥激季圾稷即髻霁汲技稽勣吃亟既悸跻籍系岌叽济鲫晒骥饥
鳅	教啾跷姣骄纠娇焦詨揪鸠椒交蕉礁浇跤敲撬郊鲛胶橇锹蛟	巧雀跷皎厩鹊灸窍醮峭九究旧俏饺舅撬轿狡诮疚搅韭瞧赳久觉桥教樵鞘救憔悄姣窖玖纠就侥角愀壳乔柩较臼勦咎酒脚缴谯铰校绞叫侨矫剿翘嚼
咸		件剑见缣鞯毽渐囝简笕减肩建硷睑坚饯鉴鉴涧贱捡拣俭煎笺槛健僭兼舰奸歼奸谏艰柬检溅践监箭间闲尖湔荐腱剪键茧菅缄荐
面		
党	躺帑倘淌傥	烫瑭糖搪塘膛唐镗螳汤醣趟堂棠
鼯	盂妤隅娱榆愚鱼逾禺舆愉褕蝓竽雩渝觎腴渔臾于谀圩余余瑜俞予欤萸于虞	瘉滪域瘀宇驭狱峪昱燠雨预迂语纡与煜龉欲噢芋育俞堉郁豫羽毓裕御吁妪敔喻玉欲圉誉禺禹熨屿愈寓愈谕圄御谷郁淤遇庾聿尉予浴
龃	龋娶煦曲取咻栩许	叙絮蓄璩徐圈须砠曲需区渠勗驱续嘘序趋岖墟胥去恤畜娶洫劬酗婿趣曲瞿吁卹漆戌蛆须屈绪顼訏蛐躯虚衢旭
出	粗	镞趋错促卒槭蹴蹙簇醋趣
龄	柠痳霖咛麟鳞您狞凝林邻燐淋宁磷拧辚遴临琳璘	拧吝佞懔躏蔺凛泞赁
俪	昵泥睨腻溺匿逆	妮尼泥霓呢你拟倪怩你旎
儸	挪娜	诺懦糯
嗫	洌冽烈猎裂列劣鬣捩	咧
啭	纂钻	赚钻
嚣	教啾修姣骄纠娇焦詨揪椒交鸠咻羞蕉礁浇跤郊鲛脩胶蛟休	溴朽袖皎厩灸醮九究旧秀饺舅轿狡疚搅韭宿赳嗅久觉教救姣窖纠玖就侥角岫柩较臼勦咎锈酒脚缴铰校绞叫臭剿矫绣嚼
夔		鳜跪鲑皈规傀贵闺桂鬼龟圭癸珪轨诡瑰晷柜归
属	诅祖俎组阻	塑苏卒肃苏粟诉嗾素蓿俗簌租宿缩速酥甦稣嗉足溯族夙
巍		
惧	叙去恤畜娶洫絮蓄酗婿趣卹漆绪顼勗续旭序	取璩许徐圈须砠煦曲区需渠驱咻嘘趋岖墟胥娶劬曲瞿吁戌蛆屈须龋訏蛐躯虚衢栩
慑	则择泽贼责笮啧窄咋	仄侧怎
摄	涩穑瑟啬圾色塞	
携	捷拮玑桔羁节肌桀乩矶鸡颉积几劫栉期绩机屐迹嵇羯讦蹟基竭居杰畸姬畿其截诘犄杰饥疠孑几唧箕碣奇激讥稽勣睫跻撷结洁叽饥	芥洎棘皆疾暨忌祭集脊己揭疥骑诫借芰剂几记楫瘠嗟觊纪计级极借妓介冀届阶戢击街寄辑寂给蓟及嫉际几唧接麂姊继挤急伋荠吉解季圾即稷髻霁技汲吃亟戒既悸偕界跻籍系结岌姐济鲫戟骥
斓	南楠喃难男	赧囝难
曩	朗	浪狼琅嫩榔琅郎螂廊
樱	湮阴姻因慇茵氤音殷	夤瘾听胤银印鄞饮龈尹淫檐寅垠吟縯荫隐霪引蚓
栏	南楠喃难男	赧囝难
櫺	柠痳霖咛麟鳞您狞凝林邻燐淋宁磷拧辚遴临琳璘	拧吝佞懔躏蔺凛泞赁
歼	秈签纤阡姗祆嵌鲜仟縴仙愆铅骞千谦暹迁搴掀牵先千签	干岘馅涎黔倩限苋铣舷衔啣钤现羡鲜咸縴歉献陷虔县贤钱欠僩前堑遣显嫌箝谴钳咸癣娴险霰腺闲闲絃宪弦蚬潜浅线藓
灌		宽髋梡款
烂	难	南楠赧喃囝难男
牺	畸姬畿其玑羁肌犄饥疠鸡矶乩几积唧箕几奇讥激绩期屐机嵇迹勣稽蹟基跻叽居饥	洎棘疾暨忌祭集脊己骑借芰剂几记楫瘠觊纪计级极妓冀戢击寄辑寂给蓟及嫉际几唧麂继挤急伋荠吉季圾即稷髻霁技汲吃亟既悸跻籍系岌济鲫戟骥
瓖	欣江心锌馨芯矜姜筋襟筋浆缰訢僵巾金新津禁莘疆斤浸薪辛姜将昕今	信彊烬芯降劲缙谨瑾进绛奖酱尽馑晋紧噤仅禁尽匠觐浸蒋讲寻衅桨将锦近强
璎	湮阴姻因慇茵氤音殷	夤瘾听胤银印鄞饮龈尹淫檐寅垠吟縯荫隐霪引蚓
癞	耐奈	乃奶氖奈乃
眬	论浓沦哝伦轮脓仑秾侬仑抡农纶	论抡弄
籐		灯登瞪嶝凳等磴蹬邓
缠	残惭蚕	孱惨餐璨灿参
续	炬苣飓惧具巨踞瞿钜倨剧遽屦距俱聚据句锯足拒	莒咀举桔疽橘蛆跼车驹俱拘狙侷掬菊局锯沮鞠居龃矩
羼	孱璨灿	残惨餐惭蚕参
蘗	洌冽烈猎裂列劣鬣捩	咧
兰	南楠喃难男	赧囝难
藓	减笕剪硷睑茧囝柬捡检简拣俭	件槛笺剑健僭见缣舰兼奸鞯毽渐歼谏奸艰溅践监箭间闲肩尖湔荐腱键建坚饯鉴鉴菅涧缄贱荐煎
蛎	昵泥睨腻溺匿逆	妮尼泥霓呢你拟倪怩你旎
蠢	忖宠闯抢	冲冲虫虫窗匆撞淙床从存怆吋崇疮闯村囪舂创寸皴葱充枞憧重幢丛聪
蠡	妮尼泥霓呢你拟倪怩你旎	妮尼霓呢溺你倪怩拟逆匿昵泥睨腻你旎
蜡	纳那钠呐讷娜捺	那拿哪
袜		
摆		
览	赧	南楠喃囝难男
谴	减笕剪硷睑茧囝柬捡检简拣俭	件槛笺剑健僭见缣舰兼奸鞯毽渐歼谏奸艰溅践监箭间闲肩尖湔荐腱键建坚饯鉴鉴菅涧缄贱荐煎
护	富腹馥覆赙附副傅复付复赴妇咐父阜赋负驸讣	氟缚匐肤鈇俯府腑夫腐頫蝠绋扶甫幅芾孚弗辐绂福袱浮伏符菔釜敷拂涪抚怫斧孵莆趺辅彿服父麸脯芙伕俘
誉	戊晤恶寤骛物勿悟坞雾兀误务钨軏垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈
赃	祯獐诊贞真针桢蟑斟樟璋臻珍砧侦榛漳甄章彰张箴	長诊幛缜怎赈疹震障涨振阵胀仗枕鸩帐杖朕丈娠账掌镇瘴
踌	潮嘈巢朝槽嘲漕曹晁	草凑辏勦钞剿糙吵炒操超抄
跃		
跻	携烯嬉膝妻溪细碛弃析系器栖讫漆迄慼蟋羲夕蹊歙气曦淅悉熹愒禧系犀萋汐翕行蜥凄戏稀隙希吸欺晰畦兮熙汽柒厘矽企谿譆亟牺唏晞悽嘻潟泣西契系憩奚戚砌七缉僖	歧烯嬉耆惜祺玺洗细祁析乞祇祈枝漆迄夕锡歙锜气曦熹悉旗犀萋汐麒蜥稀希欺崎熙奇汽柒矽喜企稽牺悽潟契席憩系熄奚砌七僖携琪齐琦蓆膝棋骑妻溪岂绮弃碛启系期器媳栖讫慼息蟋羲起蹊昔褶淅淇其愒禧系翕行凄戏隙吸习徙脐畦晰鳍兮杞圻鳃岐衹厘譆谿亟唏嘻晞泣西戚缉檄袭
轰	荤昏婚	馄辊珲混浑魂
辩		
醺	钧龟军凶君兄均汹匈胸凶	炯窘隽郡峻濬迥雄俊浚熊骏蕈竣菌
镰	黏年	念辇碾念拈廿撵辗撚捻涊
镭		内馁哪
铁		碟跌耋牒迭蝶爹绖谍喋叠
铛	汤镗	烫瑭躺糖搪塘帑膛淌唐傥镗螳醣趟堂棠倘
铎	驮跎陀沱鸵佗驼	唾脱椭拖柝妥托拓托
镯	昨作砟	作座左凿做祚柞坐佐
镌	萱喧圈壎煖暄轩晅宣谖	铉蜷甽漩炫绚渲诠铨选佺踡全璿泉旋玄拳悬卷还犬权眩劝畎荃券痊县
辟		
霸		
霹		
露	耨绿律络闹烙劳氯怒酪滤虑忸率	佬铝老痨姥捞膂劳女奴旅娄闾挠侣屡呶履努弩铙榈唠牢吕缕褛瑙驽驴恼脑桡
响	觐蒋谨讲馑瑾桨紧锦奖仅尽	信心彊烬芯馨降筋缙浆进缰訢酱巾新津噤莘尽匠觐疆斤近昕今欣江锌矜姜劲襟筋绛僵尽金晋仅禁浸薪辛寻衅姜将强
顾	库裤酷	骷窟苦楛枯哭
颢	厚后堠鲎逅候后	篌吼芣猴否缶侯喉
飨	觐蒋谨讲馑瑾桨紧锦奖仅尽	信心彊烬芯馨降筋缙浆进缰訢酱巾新津噤莘尽匠觐疆斤近昕今欣江锌矜姜劲襟筋绛僵尽金晋仅禁浸薪辛寻衅姜将强
驱	车驹俱狙拘疽锯沮居蛆	苣炬飓具桔巨钜倨剧遽屦距俱侷掬聚据龃咀莒举惧踞瞿橘跼局句菊锯沮足鞠拒矩
骠		
蓦		
骡	挪娜	诺懦糯
髅	铙劳挠唠牢痨呶桡	佬耨老络闹姥捞烙劳瑙酪恼脑
魔		
魑	疵雌差	辞赐此疵次祠雌词伺茨厕瓷刺慈磁
鳍	棘戢疾击辑寂集脊及嫉借唧急伋吉圾即楫瘠汲吃亟籍级极岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪蹟基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技勣稽既悸跻系叽济鲫戟骥饥
鳏	宽髋	梡款
莺	湮阴姻因慇茵氤音殷	夤瘾听胤银印鄞饮龈尹淫檐寅垠吟縯荫隐霪引蚓
鹤	篌芣猴侯喉	厚吼后堠否鲎逅缶候后
鹞	幼鼬诱宥右柚祐有侑莠又囿佑釉	游幽黝犹猷游攸油悠由牖铀有邮友疣莠酉尤优鱿忧
鶸		
麝	涩穑瑟啬圾色塞	
黯		
鼙		
龇	肢祇织梔枝泜蜘支氏知只只祗之脂胝芝卮汁吱	雉秩帜止蛭志芷值址执祇祉峙治制纸质志姪稚窒植咫痣智致滞致置痔摭至挚制轾踯踬直掷知识征只炙趾指职旨殖
龈	莹钖佯艮疡洋梗飏杨羊徉赢盈萦埂港蝇哽炀萤烊慷迎扬营荧耿嬴昜岗楹旸茔瀛阳	缨粳仰樱映央秧坑应跟鹰漾纲颖恙杠肛耕硬炀养慷膺婴缸羹氧扛影赓罂吭景铿郢艮鸯莺怏庚鹦糠更亢样英冈釭鞅杠刚泱伉康亘殃阬根痒瑛嘤璎岗炕抗钢
啮	洌冽烈猎裂列劣鬣捩	咧
俨		
傥	党挡讜档	儅当铛挡裆当荡荡
呓		
囊	狼琅榔琅郎螂廊	浪嫩朗
啰	挪娜	挪诺娜懦糯
孪	峦滦銮鸾	卵乱暖煖
巅	添天	甜畋腼填腆舔忝恬田阗
峦	孪挛	暖煖
弯	宛渊冤鸳鸢	缘院源媛员愿原辕愿园圆援騵怨猿远湲元爰袁苑沅垣
懿		
摊	箪丹担耽单	诞淡蛋石惮弹撢但啖胆啗疸氮旦担澹
权		倦卷隽捐捲镌眷娟圈绢身涓鹃狷
欢		
